Gender,Attendance Rate (%),Course Engagement (%),Previous Academic Performance (%),Study Hours,Extracurricular,Mother Qualification,Father Qualification,Health Issues,Disciplinary Actions,Learning Disabilities,Socioeconomic Status,Risk
0,89,93,39,1,0,0,0,1,1,1,1,1
0,52,61,57,5,1,1,0,1,0,0,1,1
0,60,40,92,13,0,2,2,0,0,1,0,0
0,84,48,34,4,0,0,0,1,1,0,1,1
1,85,42,67,9,1,1,1,0,0,1,2,0
0,65,85,52,4,0,0,2,0,0,1,0,1
0,73,68,71,12,1,1,1,0,0,0,0,1
0,77,68,62,13,1,1,2,0,0,1,2,0
1,84,35,91,14,0,1,1,0,0,0,1,0
0,93,33,77,4,0,2,2,1,0,0,1,1
1,79,55,59,3,0,1,0,0,0,1,2,1
1,99,96,77,4,1,0,0,0,1,0,2,0
1,67,78,37,5,1,1,2,1,0,1,2,1
0,61,90,81,14,0,1,1,1,0,1,0,0
1,86,64,84,16,0,1,2,1,0,0,1,1
1,98,89,65,1,0,2,2,0,0,1,0,0
0,64,44,39,2,1,1,1,1,1,1,0,1
1,72,48,31,12,0,0,2,0,1,1,0,0
1,82,78,71,4,1,1,0,0,0,1,2,0
0,59,42,53,10,1,0,1,0,0,1,2,0
0,85,38,70,2,1,0,1,0,1,1,2,0
0,73,70,51,14,0,2,0,0,1,0,0,0
0,68,62,58,13,1,0,0,0,0,0,1,0
0,67,43,72,5,0,0,0,1,0,0,0,0
0,55,50,57,18,0,2,2,1,0,1,0,0
1,73,64,89,10,0,1,1,0,1,0,2,0
0,50,41,43,4,0,0,0,1,0,1,0,1
0,51,91,76,9,1,1,2,0,1,1,0,0
1,63,53,33,10,1,0,1,1,1,0,1,1
0,98,57,71,7,0,1,2,0,1,0,2,0
0,90,36,38,9,1,1,0,0,0,0,0,1
1,98,48,98,13,0,0,0,1,1,0,1,1
1,77,38,78,15,1,2,2,0,0,0,0,0
0,77,35,40,4,1,2,2,1,0,1,0,0
1,90,82,63,3,1,0,2,0,0,0,0,0
1,55,80,64,2,0,1,2,1,1,0,1,1
1,96,79,84,6,1,1,2,0,0,0,2,0
0,91,44,30,14,0,0,1,0,0,1,1,1
0,99,73,85,5,1,2,0,1,0,0,1,0
0,92,53,84,6,1,2,2,1,1,1,1,1
0,96,91,85,12,1,0,1,1,0,0,0,1
0,51,51,48,18,0,0,0,0,1,0,1,1
0,62,61,67,17,1,1,2,1,1,1,0,0
1,83,62,55,11,1,1,2,1,0,0,2,0
0,61,93,71,9,1,1,2,0,1,1,0,1
1,82,62,98,18,1,0,2,1,0,0,2,0
1,80,34,62,12,1,2,0,0,1,0,2,1
1,60,65,69,3,0,1,1,0,0,0,1,0
1,78,51,51,16,1,0,0,0,0,1,1,1
1,76,97,54,11,0,0,1,1,0,1,0,0
1,78,64,94,5,1,1,2,1,1,1,2,0
1,89,81,65,9,1,1,0,0,0,1,0,0
1,62,69,36,12,1,2,2,1,1,1,2,1
0,74,46,34,15,1,0,2,1,1,1,2,0
0,62,46,46,9,1,1,0,1,1,0,1,0
1,72,93,81,11,0,0,2,0,1,1,2,0
1,72,44,79,2,1,2,1,0,1,0,2,0
1,74,44,56,9,0,2,0,0,0,1,2,0
1,53,70,76,17,1,2,0,0,0,0,1,1
1,68,35,61,3,1,0,1,0,1,0,0,1
1,89,59,96,5,1,1,0,1,0,1,1,1
1,59,89,39,7,0,2,1,0,1,1,0,1
1,87,76,75,18,0,0,1,1,1,1,2,1
0,67,97,87,8,0,0,1,1,1,0,2,1
0,69,80,98,1,1,2,1,1,1,1,0,0
0,88,55,49,2,0,2,1,1,0,0,2,0
1,93,86,40,15,1,2,1,1,0,0,1,0
0,71,72,53,9,1,1,0,0,1,0,2,0
1,72,88,86,17,0,0,0,0,0,0,0,1
0,73,47,71,9,0,2,0,0,0,1,2,1
0,96,32,86,4,0,1,2,1,1,0,0,0
1,70,77,85,9,0,1,2,1,0,1,1,1
1,94,32,51,9,0,2,0,0,1,0,1,1
1,93,33,54,18,1,0,2,0,0,0,1,0
1,98,41,72,11,0,0,2,1,0,0,0,0
1,53,45,44,6,0,0,0,0,0,0,2,1
1,84,85,62,11,1,0,2,0,1,0,1,0
1,54,38,91,17,0,1,1,1,0,1,1,1
1,73,40,69,5,1,0,1,1,0,0,0,1
1,78,50,57,11,0,2,2,1,0,0,0,1
1,94,74,34,1,0,0,2,1,1,0,1,0
1,52,78,89,1,0,2,0,0,0,1,0,1
1,76,47,87,13,1,0,0,1,1,1,1,0
1,94,65,43,4,1,0,1,0,0,1,2,1
1,68,34,71,1,1,2,2,1,0,0,2,0
1,62,97,80,16,1,2,2,0,1,0,1,1
1,64,56,90,16,0,0,1,0,0,0,1,1
0,65,41,69,14,1,1,1,0,1,0,2,0
1,75,68,45,7,1,1,2,0,1,0,1,1
1,91,56,43,3,0,1,2,0,0,1,2,1
0,88,83,51,6,1,0,2,0,0,0,0,0
1,57,86,30,9,0,1,1,1,0,0,2,1
0,79,34,49,17,0,0,1,1,0,1,2,0
1,71,73,91,2,0,1,0,0,0,1,0,1
1,50,44,82,3,1,2,1,1,0,1,2,1
1,55,63,98,11,0,2,0,0,1,0,1,0
0,99,82,42,5,1,1,1,0,1,1,0,1
1,72,62,67,5,0,0,1,0,0,1,0,1
1,92,96,77,4,1,1,0,0,1,0,0,1
0,84,66,76,5,1,1,2,1,1,1,1,0
0,67,40,44,18,0,1,1,0,1,1,2,1
1,84,36,93,9,1,0,1,1,1,1,2,0
1,78,86,46,18,1,2,0,0,0,0,1,0
0,80,99,71,18,0,0,2,1,0,1,1,1
1,70,97,30,14,1,1,2,1,0,1,2,1
1,78,51,65,16,1,2,1,0,1,0,1,1
1,52,38,97,16,0,2,0,1,0,1,1,0
1,51,52,61,6,1,2,0,1,1,0,2,0
0,50,63,92,1,1,0,1,0,0,0,2,0
0,62,67,56,1,1,2,2,1,0,0,2,0
0,79,65,57,14,0,1,0,0,1,1,1,1
0,65,35,33,14,1,1,1,0,1,0,1,0
1,95,90,57,4,0,2,2,1,0,1,0,0
0,56,71,73,16,0,0,0,1,1,1,2,1
1,76,97,99,2,1,2,1,0,1,0,0,1
0,69,81,45,4,0,1,1,0,0,1,1,0
1,72,48,96,10,0,2,0,1,1,1,2,0
0,63,81,50,4,1,0,1,1,0,0,2,1
0,88,48,98,18,0,1,0,0,0,1,2,1
1,84,78,42,14,0,1,1,1,0,1,2,0
0,70,62,35,11,1,1,1,0,0,0,2,0
1,88,82,67,3,0,0,1,0,0,0,2,1
0,86,83,62,1,0,1,0,1,1,0,2,0
1,62,35,35,12,1,2,1,1,1,1,2,0
1,64,97,86,16,1,1,2,0,1,0,1,1
1,73,57,80,5,1,2,2,0,1,1,2,1
0,70,51,91,15,1,1,0,1,0,0,1,0
0,62,64,83,11,0,0,1,0,1,0,1,0
0,79,61,87,2,0,0,0,1,0,1,1,1
1,74,68,37,6,1,0,1,1,1,0,0,0
1,91,74,84,13,1,1,1,0,1,1,0,0
1,67,54,91,13,1,2,0,0,0,1,2,0
1,52,44,55,9,1,0,0,1,0,0,0,0
0,85,72,64,7,0,2,2,0,1,1,0,0
0,50,95,31,16,1,0,2,1,0,0,1,1
1,95,40,69,13,0,0,1,0,1,0,1,0
1,65,36,92,19,0,0,1,0,1,0,2,0
0,59,62,46,11,0,2,0,1,1,0,2,1
0,96,52,74,13,1,1,1,1,0,1,2,1
0,58,84,40,19,0,0,2,1,0,1,1,1
1,59,50,35,2,1,0,2,1,0,1,0,1
1,60,81,86,18,0,1,1,0,1,1,0,0
1,68,30,88,10,0,2,1,0,1,1,2,1
0,52,66,84,10,1,2,1,0,0,1,0,1
0,68,56,63,13,1,2,0,0,0,0,2,0
1,81,58,98,12,1,2,0,1,0,1,0,0
0,61,87,38,14,0,0,1,1,0,0,0,0
0,54,41,38,17,1,2,0,0,1,1,2,0
0,98,47,91,9,0,1,0,1,0,1,1,0
1,92,43,52,10,1,0,0,1,1,1,0,0
0,96,95,96,12,0,1,1,1,1,1,0,0
1,69,66,72,5,1,0,2,1,0,1,1,1
0,71,59,75,9,1,0,1,0,1,1,1,0
0,85,44,66,17,1,2,0,1,0,0,0,1
0,60,39,74,8,0,0,2,1,1,1,1,1
1,76,46,94,3,1,2,1,0,1,0,1,1
1,58,42,93,3,0,1,0,0,0,1,0,0
0,58,93,41,6,1,2,0,1,0,0,0,0
0,66,43,69,12,1,0,0,0,0,0,2,0
1,86,66,71,13,0,1,2,0,1,1,1,0
0,84,89,90,2,0,1,0,1,0,0,0,0
0,69,72,71,12,0,0,1,1,0,0,0,1
1,87,68,36,1,0,2,0,0,1,1,2,1
0,85,43,93,13,0,2,0,0,1,1,1,0
1,80,45,84,2,0,2,1,1,1,0,2,1
0,52,88,60,9,0,0,2,0,1,0,1,1
1,54,83,54,4,1,1,0,1,0,0,0,1
0,78,30,91,17,0,2,1,1,0,1,0,0
0,62,31,47,3,1,1,2,0,0,0,2,0
0,52,67,42,18,1,2,1,0,1,0,0,0
0,56,73,98,3,0,0,2,1,0,1,1,0
0,60,91,96,9,1,1,1,0,0,0,2,0
0,86,40,92,8,0,0,1,0,1,0,2,0
1,76,71,38,8,1,1,1,1,1,1,2,1
0,63,51,41,19,0,2,1,0,0,0,0,1
1,64,80,87,19,1,2,0,1,1,1,0,0
1,82,87,47,2,0,0,1,0,0,0,0,0
0,54,79,76,13,1,0,1,1,0,0,2,0
1,63,41,40,2,1,0,2,0,0,1,0,0
1,67,78,34,1,1,1,2,0,0,1,1,1
0,88,61,76,12,0,1,1,1,0,0,0,1
1,71,73,67,3,1,2,0,0,0,0,0,1
0,66,72,45,12,0,1,2,0,0,1,1,0
1,92,42,78,19,1,2,1,0,0,0,1,0
1,95,86,74,8,0,0,2,0,1,0,1,1
1,86,36,92,1,0,2,2,0,1,0,0,1
1,63,31,80,2,1,0,1,0,0,0,2,1
0,67,76,38,6,0,0,0,1,1,1,1,1
0,63,77,92,12,1,0,2,1,0,1,1,0
1,66,46,54,16,0,2,2,0,0,1,1,0
0,53,35,62,12,1,2,2,1,1,0,1,0
0,75,34,91,15,0,2,2,1,0,0,0,1
0,78,62,78,15,0,2,1,1,0,1,1,1
0,99,95,71,1,0,2,1,0,1,0,1,1
1,67,58,83,15,1,2,2,0,0,1,2,0
0,69,62,83,18,0,0,1,1,1,1,0,1
1,52,88,81,2,0,0,0,0,0,1,0,0
1,68,79,41,18,0,2,0,0,0,1,2,0
1,66,51,82,17,1,1,2,0,1,1,1,1
1,91,92,46,19,1,1,2,0,1,0,2,1
1,90,35,78,10,1,0,1,0,0,1,2,0
0,77,53,62,11,0,2,2,0,1,1,0,0
0,79,95,76,19,0,1,1,1,1,0,0,1
1,97,55,34,2,1,0,2,0,1,1,2,1
1,53,31,54,3,1,0,2,1,1,1,2,0
1,70,40,71,2,1,2,0,1,0,1,2,1
1,69,75,48,13,1,0,0,1,1,1,2,0
0,79,94,97,11,1,1,0,0,0,0,0,1
1,52,43,40,17,1,1,1,0,1,0,2,1
1,77,45,37,19,1,0,1,0,0,1,2,1
1,62,89,72,15,0,0,0,0,0,1,2,0
1,98,36,55,1,0,0,2,1,0,1,0,1
0,69,97,30,15,1,0,1,0,1,0,0,0
1,94,87,79,7,0,2,2,1,0,1,1,1
1,72,53,51,2,0,0,1,0,0,0,1,0
1,96,31,90,13,1,2,0,0,1,0,2,0
0,93,92,93,7,1,0,2,0,1,0,1,1
1,72,98,46,16,1,1,0,0,0,1,0,0
0,83,82,92,13,1,2,1,0,1,0,0,1
0,94,50,46,1,1,2,1,1,1,0,2,1
1,80,86,40,10,1,1,1,0,1,1,0,1
1,76,34,66,18,0,1,0,1,1,0,2,1
1,50,89,86,14,1,0,0,1,1,0,0,0
0,79,80,43,2,0,0,0,0,1,1,0,0
1,84,42,94,5,1,0,2,0,0,0,2,1
0,78,82,36,2,0,0,0,0,1,1,1,0
0,70,94,66,7,1,0,0,1,0,1,1,1
0,70,88,89,6,1,2,0,1,0,1,1,0
0,63,46,48,15,0,1,0,0,0,1,2,1
1,99,80,91,13,0,0,2,0,0,1,2,1
0,60,65,49,13,1,2,1,1,0,1,0,1
0,75,35,33,4,1,0,2,0,1,1,1,0
0,85,69,83,8,0,2,2,1,1,1,2,1
0,89,59,70,8,1,1,1,0,0,1,2,1
1,83,83,81,16,1,1,0,0,0,1,1,0
0,72,37,59,5,1,1,1,0,1,0,1,1
1,90,58,57,19,0,2,2,1,0,0,1,1
0,97,59,95,1,0,2,1,0,0,0,0,1
0,50,46,80,14,0,0,1,0,0,1,2,1
0,96,45,53,11,1,0,0,0,0,1,2,1
1,64,69,69,14,0,2,2,0,1,1,1,0
0,63,82,31,17,0,0,2,0,0,0,2,1
1,62,68,41,5,1,1,1,0,0,0,1,0
1,99,47,72,4,0,0,2,1,0,1,1,0
0,77,62,76,1,1,1,0,1,1,0,0,0
1,96,81,85,19,0,2,0,0,1,1,1,0
1,68,57,70,8,0,0,0,1,0,0,1,0
1,80,37,57,5,0,0,0,0,1,0,0,0
1,66,97,64,16,1,0,1,0,1,0,1,0
1,70,38,49,1,0,1,0,1,0,0,2,0
0,75,72,51,16,0,1,0,1,0,1,0,1
1,52,75,98,18,1,0,0,0,1,0,2,0
1,53,60,59,7,1,0,0,0,0,0,2,1
0,67,47,62,17,0,0,0,1,1,0,1,0
1,50,50,63,16,1,1,2,1,1,0,0,0
1,72,70,82,2,1,0,0,1,1,0,1,1
0,90,86,48,19,1,2,1,0,0,1,1,1
0,69,30,43,2,1,1,2,1,0,1,1,1
0,94,55,85,1,1,2,2,1,0,1,1,0
0,72,53,37,12,0,2,0,1,1,0,0,1
1,59,75,86,2,0,0,2,0,1,1,1,0
0,59,54,94,19,0,0,1,1,1,1,0,1
1,75,45,47,1,0,0,2,0,1,1,0,0
1,61,85,86,1,0,1,1,0,0,1,1,0
1,55,72,36,5,1,0,1,1,1,0,2,1
0,84,79,83,4,1,2,2,1,0,1,0,1
1,55,37,37,10,0,0,2,1,0,0,0,1
1,56,78,41,3,0,0,1,0,1,0,0,0
0,88,63,62,12,0,2,1,1,1,0,0,1
0,70,61,47,12,0,2,2,1,0,0,2,1
1,51,83,36,7,0,1,2,0,1,1,1,0
0,52,93,60,10,0,0,2,1,0,1,0,0
1,60,69,97,12,1,1,1,1,1,1,0,0
0,97,68,89,18,0,1,1,0,1,0,0,1
0,72,88,79,19,0,1,2,1,1,0,2,1
0,56,39,53,1,1,2,0,0,0,1,1,1
1,51,35,58,15,0,1,1,1,1,0,2,1
0,69,84,39,19,1,0,0,0,0,1,1,0
1,96,57,57,4,0,0,1,1,1,1,1,0
0,72,90,69,16,0,2,1,0,0,1,0,1
1,97,44,88,11,0,0,0,0,1,1,1,0
0,73,99,83,9,1,0,1,1,1,1,1,0
1,71,63,63,9,1,2,1,1,0,0,2,1
0,89,55,48,8,0,1,2,0,1,0,0,1
1,87,45,67,3,1,0,2,0,1,1,0,1
0,72,97,71,7,1,1,1,0,1,0,2,1
1,65,86,43,6,0,2,1,0,1,1,1,0
1,96,80,82,19,1,2,0,0,1,0,2,0
0,85,55,92,6,1,0,1,0,0,0,1,1
0,74,72,53,15,1,1,2,0,1,0,2,0
0,73,42,40,18,1,2,0,0,0,1,2,1
1,98,49,32,2,0,2,1,1,0,0,1,0
1,99,69,40,12,1,1,1,0,0,1,2,0
1,55,43,51,4,0,1,2,0,1,1,1,0
0,62,57,43,3,1,2,1,0,0,0,1,1
0,71,79,35,6,0,2,1,0,1,0,1,0
0,94,32,75,19,1,0,1,1,0,0,2,1
1,93,59,92,14,0,0,1,1,1,0,0,1
1,74,64,58,15,1,0,1,0,0,0,0,0
0,70,31,70,18,0,2,1,0,0,1,1,1
0,61,40,84,10,0,1,1,1,1,0,0,1
0,69,60,52,14,0,2,0,1,0,0,2,0
1,91,47,63,17,1,0,0,0,1,0,0,1
0,60,67,52,9,0,0,2,1,0,1,0,1
1,83,93,58,13,0,1,2,0,1,0,2,0
0,81,67,38,6,1,2,0,0,1,1,1,0
0,71,55,58,14,1,0,0,1,0,0,2,1
0,98,88,58,6,1,2,1,1,0,1,2,0
1,53,78,95,6,0,0,2,0,0,1,1,1
0,99,85,52,3,0,1,2,0,1,0,2,0
1,59,68,52,18,1,0,1,1,1,0,2,1
1,65,79,71,5,0,1,0,0,1,1,0,0
1,97,43,37,18,1,1,0,0,0,1,1,1
0,95,75,63,16,0,1,0,1,0,0,2,0
0,90,57,56,8,0,2,2,0,0,0,0,1
1,88,78,98,18,0,1,1,0,0,0,2,0
0,77,31,61,11,1,0,2,1,1,0,2,0
0,78,97,79,4,1,1,1,1,0,0,0,0
0,83,38,37,19,1,0,2,0,1,1,0,1
0,67,64,88,5,0,0,1,1,1,0,1,1
0,84,31,46,19,1,1,1,1,1,0,1,1
0,55,87,98,15,0,2,0,0,1,0,0,1
1,93,65,58,14,0,0,0,0,0,0,0,0
0,69,35,59,5,1,1,2,0,1,0,0,0
0,97,96,99,15,1,1,1,0,0,0,2,1
0,76,83,71,9,0,0,2,0,1,1,1,0
0,91,82,93,15,1,1,2,0,1,1,0,1
1,52,67,56,2,1,1,0,1,0,1,1,0
0,55,95,31,5,1,2,2,0,0,0,0,0
0,64,97,95,4,0,1,0,0,0,0,2,0
1,81,90,50,4,0,1,0,0,0,1,0,1
1,55,54,81,6,1,2,2,0,1,1,0,1
1,53,96,46,15,0,1,2,1,0,0,2,1
1,81,89,86,12,1,2,1,0,0,0,1,1
1,91,68,43,14,0,0,0,0,0,1,2,1
0,74,30,87,10,0,2,1,0,0,1,1,0
0,97,50,90,7,1,0,1,1,1,0,0,1
1,96,63,60,16,0,2,0,1,1,0,2,0
1,80,60,49,12,0,0,0,1,1,1,1,0
0,58,83,42,17,1,0,2,0,1,1,1,0
1,86,41,74,3,0,0,1,1,1,1,1,0
1,57,88,58,16,1,1,0,0,0,1,0,0
1,73,75,68,13,1,0,0,0,0,1,0,0
1,86,85,66,19,1,2,2,1,1,0,0,1
1,57,94,37,6,1,0,1,1,0,1,0,0
1,96,59,34,14,1,0,0,1,1,1,2,0
0,75,64,60,12,1,2,0,1,1,1,0,0
1,78,33,46,10,0,0,1,0,1,1,2,1
1,64,87,52,2,1,1,2,1,0,1,0,1
1,70,35,81,8,1,1,0,0,1,0,0,1
0,98,42,35,15,1,1,0,1,0,1,0,1
0,64,66,37,13,1,0,0,0,1,0,2,0
1,88,88,35,15,0,0,0,0,1,0,2,1
1,91,92,79,1,1,1,0,0,0,1,2,0
0,56,45,88,17,0,1,1,1,0,0,1,1
0,77,45,67,17,1,0,1,0,1,0,1,0
0,69,80,98,2,0,0,2,0,1,1,2,1
1,71,51,44,5,1,1,1,1,0,1,1,1
0,58,73,43,7,1,0,1,0,1,0,2,0
1,73,65,30,2,1,2,1,0,1,1,0,1
0,79,87,69,9,1,1,1,0,0,0,0,1
1,50,45,32,7,0,1,0,0,0,1,2,1
1,52,52,35,8,1,2,2,0,1,1,2,1
1,59,57,72,8,1,0,0,0,0,0,2,1
1,63,66,76,5,0,2,2,1,0,0,0,0
1,91,66,38,4,0,0,2,0,1,0,2,0
0,64,67,41,9,0,1,1,1,1,1,0,0
1,98,59,60,16,1,1,0,1,0,1,1,0
0,68,42,96,14,1,2,0,0,1,0,1,1
0,93,42,52,9,1,2,2,1,0,1,0,0
0,89,86,60,1,0,2,0,0,0,0,1,1
0,68,84,95,3,1,0,0,0,1,0,1,0
1,80,79,57,12,1,1,0,0,0,0,1,1
0,53,57,52,1,0,2,2,1,0,1,1,1
1,69,95,91,2,0,2,2,1,1,0,0,0
0,98,68,50,1,0,1,0,1,1,1,2,1
1,54,66,73,7,1,1,1,0,1,1,2,1
0,68,83,30,7,0,0,2,0,1,0,1,0
0,81,96,52,16,1,2,0,0,0,0,1,0
1,73,91,40,5,0,2,2,0,0,0,1,1
0,55,64,59,13,1,2,2,1,1,1,2,0
0,65,32,39,10,0,0,1,0,0,0,1,0
0,84,58,30,12,1,0,2,1,1,1,0,1
1,96,80,80,6,1,0,2,1,1,0,1,0
1,98,34,30,18,1,0,2,0,0,1,0,1
0,78,81,98,13,0,0,0,1,1,1,2,1
1,94,90,39,10,1,0,2,1,0,0,1,1
0,84,64,44,5,1,2,2,1,1,0,0,1
1,63,41,82,8,0,1,1,0,1,1,1,1
1,78,65,70,18,1,0,0,0,1,1,0,1
1,57,55,77,12,0,1,1,0,1,0,2,1
1,91,73,34,11,0,2,2,0,1,1,2,0
0,52,55,33,7,1,1,0,0,0,0,1,0
0,55,34,78,2,0,1,1,0,1,0,2,0
1,59,72,70,7,0,1,0,0,0,0,1,1
0,98,63,76,4,1,1,0,1,0,1,2,0
0,75,88,45,10,0,2,2,0,0,0,1,1
0,83,99,30,1,1,2,2,0,0,0,1,0
0,67,52,38,17,0,2,1,1,0,0,2,0
1,73,46,62,8,1,1,2,1,0,1,2,0
1,60,58,72,18,0,1,1,0,0,1,2,1
1,59,95,37,11,0,1,2,1,0,0,0,0
1,89,74,54,7,0,2,1,0,1,0,2,1
0,74,62,37,3,1,1,2,1,1,1,0,0
1,91,41,30,8,1,1,2,1,1,1,0,1
0,89,85,60,17,0,1,2,0,1,1,1,0
0,56,45,85,5,1,0,0,1,1,0,2,1
1,95,70,75,12,0,2,2,1,1,0,2,0
0,75,69,83,15,0,1,2,1,1,1,2,1
0,97,61,77,17,1,0,0,0,0,1,1,1
1,92,48,91,1,0,1,1,0,1,0,1,1
0,93,53,80,16,0,2,1,0,1,1,1,0
0,88,48,79,11,1,1,2,0,1,1,2,1
1,74,93,62,7,1,1,1,0,1,0,1,1
1,89,46,51,17,1,2,0,1,0,1,1,1
0,85,81,66,17,1,0,0,1,0,1,2,1
0,96,36,75,3,0,2,2,0,1,1,1,0
0,67,87,48,7,0,0,0,1,0,0,1,0
0,53,37,85,14,1,0,1,1,0,0,2,1
0,96,31,60,7,0,1,2,1,0,1,2,1
0,57,86,98,12,1,0,2,0,1,0,1,0
0,52,44,31,4,1,2,1,0,0,1,1,0
1,89,35,55,12,1,0,1,0,1,1,1,1
0,94,99,83,15,1,1,1,0,1,0,1,1
1,86,30,83,2,1,0,2,0,0,0,2,0
0,50,42,92,1,1,1,2,1,0,0,0,0
0,53,56,81,12,1,1,2,1,0,0,2,1
1,53,53,59,6,0,0,1,1,0,1,2,0
1,59,64,80,5,1,2,1,0,0,1,2,1
1,68,44,43,7,0,1,0,0,0,0,0,0
1,61,66,45,11,1,0,0,1,0,1,2,1
0,96,50,78,17,0,0,2,0,0,0,1,1
1,84,58,56,3,1,0,1,0,0,0,0,0
1,99,96,68,6,0,1,1,0,0,0,1,1
0,53,41,91,1,1,1,1,1,1,0,2,0
0,75,63,65,17,1,1,2,1,1,1,2,0
0,88,93,81,16,1,2,0,0,1,1,1,1
0,63,66,92,18,0,1,1,0,1,0,0,0
0,78,73,44,5,0,1,1,1,1,1,2,1
1,98,87,54,9,1,0,2,1,1,0,2,1
1,58,98,65,16,0,0,2,1,1,1,2,0
0,65,34,67,10,1,0,0,0,0,1,2,0
1,59,53,36,3,1,2,0,1,1,1,0,1
0,76,37,70,19,1,1,1,1,0,0,2,1
0,58,95,71,3,1,2,1,0,0,1,0,0
1,83,37,74,16,0,2,1,1,1,0,2,1
0,99,84,67,2,0,2,1,0,0,0,0,1
1,65,71,65,3,0,1,1,0,1,0,2,0
0,97,39,38,14,1,0,2,1,1,0,0,1
0,80,51,37,19,0,0,1,1,1,1,0,0
0,77,38,79,4,0,0,1,0,1,1,0,0
0,99,99,50,13,1,2,2,0,1,0,1,0
0,74,38,59,4,1,2,0,1,0,0,2,0
1,79,52,53,13,0,1,1,0,1,1,0,1
1,78,93,47,10,0,1,0,1,0,1,1,0
0,64,97,57,3,0,2,2,0,1,0,2,0
0,81,65,83,8,1,0,2,1,1,0,2,1
1,76,98,86,3,1,2,2,1,1,1,0,0
0,74,53,31,10,0,1,0,1,1,0,0,0
1,78,90,39,16,0,0,2,1,0,1,0,1
1,72,48,64,16,0,0,1,1,0,1,0,0
0,96,81,45,4,0,1,0,0,0,1,1,0
1,79,82,46,11,1,2,0,0,1,1,0,0
0,60,48,47,2,1,0,2,0,1,1,2,1
1,59,48,58,15,0,2,0,1,0,1,1,0
0,72,61,99,11,1,1,0,1,1,0,1,0
0,56,69,89,3,0,0,1,1,0,1,1,1
1,82,65,48,14,0,0,1,1,1,0,2,0
1,51,50,77,9,1,2,1,0,0,1,2,0
1,58,41,88,8,1,1,1,0,1,0,2,0
0,88,63,58,11,0,2,0,0,0,1,2,0
1,99,48,32,14,1,0,0,0,0,1,1,0
1,64,87,53,16,0,2,1,0,1,1,0,0
0,62,67,37,19,1,1,0,0,0,1,1,1
0,82,65,38,8,1,2,0,0,0,0,0,0
0,96,51,36,9,1,1,1,1,0,0,1,0
1,57,83,41,19,0,0,1,1,0,0,1,1
0,50,33,51,15,0,0,2,1,0,0,1,1
0,64,65,30,12,1,0,0,0,0,0,1,1
1,77,51,39,5,1,1,1,0,1,0,2,1
1,91,96,95,6,0,0,1,1,1,0,2,1
1,97,67,48,11,0,0,1,1,0,0,2,0
1,81,94,39,18,1,2,0,1,1,1,1,1
1,86,79,82,4,1,2,0,0,0,0,0,1
0,57,98,96,9,1,0,1,0,1,1,0,0
1,97,63,64,10,0,1,0,1,0,1,1,1
0,71,32,54,13,0,1,0,1,0,0,1,1
1,64,42,77,17,0,0,0,0,0,0,0,0
1,94,34,96,8,1,2,2,1,1,1,0,1
1,88,45,88,18,0,0,2,0,0,0,0,0
0,83,99,73,15,1,1,1,1,0,0,1,1
1,66,42,55,17,1,0,2,0,0,0,0,1
0,70,33,52,4,0,0,2,1,0,0,0,0
1,55,76,87,12,1,1,1,0,1,1,2,1
1,64,72,56,7,0,1,0,0,0,1,1,1
1,90,96,55,6,1,1,2,1,1,1,0,1
0,73,66,99,13,0,1,1,1,1,0,1,1
1,71,71,60,11,1,0,1,1,0,0,2,1
0,65,71,32,5,0,1,1,1,1,1,1,1
1,50,39,36,8,0,0,1,0,0,0,2,0
1,75,55,65,14,1,2,1,0,0,0,0,1
1,82,46,30,1,1,2,0,0,1,1,1,0
0,98,77,44,5,1,0,0,1,0,0,0,1
1,71,76,82,15,1,0,1,0,1,0,2,0
1,66,39,42,1,0,2,2,1,1,1,2,1
0,55,32,51,17,0,1,2,1,1,0,0,0
0,58,74,94,4,0,1,1,0,1,0,2,1
1,94,66,73,6,1,2,2,0,0,1,1,0
1,66,46,71,6,0,2,2,0,0,1,0,0
0,88,39,49,3,1,0,1,1,1,0,2,1
0,81,53,97,7,0,0,1,0,1,1,0,1
0,75,92,40,4,1,0,2,1,1,1,0,0
0,97,68,50,14,0,2,2,1,1,0,0,1
0,61,99,33,18,1,1,0,0,1,1,1,0
0,64,53,43,16,1,0,0,1,0,1,2,1
0,72,71,51,7,0,0,0,0,1,1,2,0
1,87,42,73,5,1,1,0,1,1,0,0,1
1,50,35,49,18,0,0,1,0,1,1,2,0
0,94,40,99,9,0,2,1,0,0,0,1,0
1,60,35,35,15,0,0,2,1,0,1,0,1
0,64,54,41,9,1,0,0,0,1,0,2,1
1,79,34,56,5,0,2,0,1,0,0,0,1
0,65,39,98,15,1,1,1,1,1,0,1,1
0,86,50,71,8,1,1,2,1,1,0,2,1
1,88,42,72,15,1,0,0,0,1,1,2,1
0,84,92,93,4,1,2,2,1,0,0,0,1
1,85,33,35,17,1,0,1,0,0,0,1,0
0,95,74,85,13,0,2,0,0,0,1,0,1
0,77,80,69,16,0,1,1,0,1,0,1,1
1,75,37,90,1,1,1,0,0,1,0,1,0
1,65,59,63,19,1,0,2,0,0,1,0,0
0,64,62,30,1,1,2,2,1,0,0,1,0
0,55,63,70,1,0,0,0,1,0,0,2,1
0,83,79,72,1,0,0,1,0,1,1,1,0
